Category,Count,ATC,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_P,ATC_R,ATC_S,ATC_V,statin,ezetimibe,pcsk9,fibrate,bas,niacin,n3fa,glm,insulin,arb,anticoag,diuretic,ccb,bb,antiplatelet,acei,thr,anti_ht
mandanol 500mg tablet,4,N02BE01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mandanol infant paracetamol 120mg/5ml oral suspension,1,N02BE01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manerix 150mg tablet,2,N06AG02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manevac granules,176,A06AC51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maoi - tranylcypromine,2,N06AF04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marevan 0.5mg tablet,16,B01AA03,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
martindale methadone dtf 1mg/ml mixture,2,N07BC02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marvelon tablet,121,G03AA09,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
maxalt 5mg tablet,252,N02CC04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxepa 1g capsule,71,V06D,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,
maxidex eye drops,121,S01BA01,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
maximet sr 75mg m/r capsule,2,M01AB01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
maxitrol eye drops,37,S01CA01,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
maxivent 2.5mg/2.5ml steripoule,1,R03DA11,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
maxolon 5mg tablet,27,A03FA01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maxtrex 2.5mg tablet,1,L04AX03,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
mebendazole,1,P02CA01,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
mebeverine,2709,A03AA04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mebeverine hcl+ispaghula 135mg/3.5g/sachet granules,60,A06AC01|A03AA04,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mebhydrolin,1,R06AX15,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
meclastine,1,R06AA04,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
meclozine hydrochloride,2,R06AE05,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
mecysteine,14,R05CB01,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
medazepam,3,N05BA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medigoxin,4,C01AA08,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medihaler duo inhaler,1,R03AB02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
medinex 10mg/5ml syrup,1,R06AA02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
medocodeine tablet,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medocodene 30/500 capsule,3,N02BE01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
medrone 2mg tablet,3,H02AB04,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
medroxyprogest 80mg/ml suspension 100ml,1,L02AB02,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
medroxyprogesterone,65,G03AC06|G03DA02|L02AB02,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
mefenamic acid,565,M01AG01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
mefloquine,11,P01BC02,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
mefloquine product,1,P01BC02,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
megace 40mg tablet,14,L02AB01,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
megestrol,19,G03AC05|G03DB02|L02AB01,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
meloxicam,1485,M01AC06,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
melphalan,2,L01AA03,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
memantine hydrochloride,7,N06DX01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
menadiol,2,B02BA02,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
menophase tablet,143,G03GA02 ,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
menopur 75iu injection (pdr for recon)+solvent,4,G03GA02,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
menorest 37.5micrograms patch,2,G03CA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
menoring 50micrograms/24hours vaginal ring,1,G03CX01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
menthol 35.55mg inhalant capsule,3,D04AX01,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
menthol+eucalyptus inhalation,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mepacrine,20,P01AX05,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
meperidine,1,N02AB02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mepranix 50mg tablet,1,C07AB02,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
meprate 400mg tablet,8,G03AC06,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
meprobamate,3,N05BC01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meptazinol,52,N02AX05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meptid 100mg/1ml injection,1,N02AX05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meptid 200mg tablet,22,N02AX05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mequitazine,1,R06AD07,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
merbentyl 10mg tablet,151,A03AA07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mercaptamine,1,S01XA21,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
mercaptopurine,56,L01BB02,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
mercilon tablet,156,G03AA09,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
merional 75iu injection (pdr for recon)+solvent,1,G03GA02,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
merocaine lozenge,1,R02AD01,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
meronem 1g infusion kit,1,J01DH02,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
mesalazine,786,A07EC02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesren mr 400mg m/r tablet,32,A07EC02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesterolone,4,G03BB01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
mestinon 1mg/1ml injection,2,N07AA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mestinon 60mg tablet,29,N07AA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metalpha 250mg tablet,1,C02AB01,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metamucil powder,2,A06AC01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metanium ointment,2,D02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
metatone tonic,15,A11EC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metazem 60mg m/r tablet,3,C08DB01,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
meted shampoo,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metenix-5 tablet,1,C03BA08,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
metformin,16247,A10BA02,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
methacholine,1,V04CX03,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
methadone,64,N07BC02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methadose 10mg/ml s/f liquid,1,N02AC52|N07BC02|N02AC90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metharose 1mg/1ml s/f oral solution,1,N07BC02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methenamine hippurate,18,J01XX05,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
methex 1mg/1ml mixture,1,J01XX05,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
methixene,1,N04AA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methocarbamol,72,M03BA03,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
methodex 1mg/1ml mixture,2,N07BC02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methotrexate,3078,L04AX03,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
methotrimeprazine,2,N05AA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methyclothiazide,1,C03AA08,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
methyl salicylate bp,1,M02AC,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
methyl salicylate ointment bp,1,M02AC,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
methyl tyrosine,5,C02KB01,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methylcellulose,40,A06AC06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methyldopa,72,C02AB,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methylmorphine,1,R05DA04,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
methylphenidate,13,N06BA04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methylprednisolone,23,D07AA01|D10AA02|H02AB04,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
methylprednisolone+neomycin,1,D07AA01|D10AA02|H02AB04,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
methyltestosterone product,1,G03EK01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
methyprylone,1,N05CE02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
methysergide,1,N02CA04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metipranolol,1,S01ED04,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
metoclopramide,628,A03FA01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
metolazone,16,C03BA08,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
metopirone 250mg capsule,1,V04CD01,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
metoprolol,1030,C07AB02,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
metoprolol tartrate+chlorthalidone 100mg/12.5mg tablet,26,C07CB02,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
metoprolol tartrate+hydrochlorothiazide 100mg/12.5mg tablet,4,C07AB02,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
metosyn 0.05% cream,40,D07AC08,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
metrogel 0.75% gel,105,D06BX01,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
metronidazole,210,A01AB17|D06BX01|G01AF01|J01XD01|P01AB01,1,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
metronidazole product,107,A01AB17|D06BX01|G01AF01|J01XD01|P01AB01,1,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
metronidazole+nystatin 400mg/10000units tablet+pessary,2,A01AB17|D06BX01|G01AF01|J01XD01|P01AB01,1,,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,
metrosa 0.75% gel,32,D06BX01,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
metrotop 0.8% gel,1,P01AB01,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
metrozol 500mg/100ml infusion,1,J01XD01,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
mexiletine,5,C01BB02,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mexitil 50mg capsule,5,C01BB02,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mezlocillin,5,J01CA10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
miacalcic 200iu nasal spray,6,H05BA03,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
mianserin,5,N06AX03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micardis 20mg tablet,146,C09CA07,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
micardisplus 40mg/12.5mg tablet,57,C09DA07,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,
micolette micro-enema,3,A06AG11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miconazole,36,A01AB09|A07AC01|D01AC02|G01AF04|J02AB01|S02AA13,1,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,
miconazole 250mg tablet,1,S02AA13,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
miconazole product,10,S02AA13,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
micralax micro-enema,14,A06AG11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
microgynon 30 tablet,746,G03AA07,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
micronor tablet,731,G03AC01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
micropirin 75mg e/c tablet,88,B01AC06,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
microval tablet,6,G03AD01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
midrid capsule,15,N02BE51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
migard 2.5mg tablet,44,N02CC07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
migraleve duopack tablet,67,N02AA79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
migraleve tablet,669,N02AJ09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
migraleve yellow tablet,18,N02AJ06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
migramax sachet powder,14,N02BA51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
migravess effervescent tablet,2, A03FA01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
migril tablet,122,N02CA52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mildison lipocream 1% cream,1,S02BA01,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
milk of magnesia suspension,14,A02AA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mil-par suspension,1,A06AA51,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mimpara 30mg tablet,2,"	H05BX01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minadex sugar-free oral drops,1,A11AA03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minamino compound syrup,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minerals - magnesium,1193,A12CC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minihep calcium 5000iu/0.2ml injection,2,B01AB01,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
minilyn tablet,1,G03AC02|G03AC03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
minims amethocaine hcl 0.5% single-use eye drops 0.5ml,1,S01HA03,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
minims artificial tears single-use eye drops,96,S01XA20,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
minims atropine sulphate 1% single-use eye drops,2,A03BA01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minims chloramphenicol 0.5% single-use eye drops,2,S01AA01,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
minims cyclopentolate 0.5% single-use eye drops,4,SO1FA04,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
minims dexamethasone na phosphate 0.1% s-d eye drops,9,S01CB01,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
minims metipranolol 0.1% single-use eye drops,2,S01ED04 ,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
minims prednisolone 0.5% single-use eye drops,56,S01BA04,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
minims tropicamide 0.5% single-use eye drops,2,S01FA06,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
minitran 5mg/24hours transdermal patch,1,C05AE01,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
minocin 100mg tablet,8,J01AA08,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
minocin 50mg tablet,18,J01AA08,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
minocin mr 100mg m/r capsule,7,J01AA08,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
minocycline,212,A01AB23|J01AA08,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
minodiab 2.5mg tablet,2,A10BB07,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
minovlar tablet,3,J01AA08,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
minoxidil,66,C02DC01|D11AX01,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
mintec 0.2ml e/c capsule,82,A03A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirapexin 0.088mg tablet,137,N04BC05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mirena 20mcg/24hrs intrauterine system,753,G02BA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
mirena 52mg intrauterine system,854,G02BA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
mirtazapine,1621,N06AX11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miscellaneous cystitis remedies,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
misoprostol,38,A02BB01|G02AD06,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
misoprostol product,6,G02AD06,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
mizolastine product,73,R06AX25,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
mizollen 10mg m/r tablet,60,R06AX25,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
mobic 15mg tablet,42,M01AC06,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
mobic 7.5mg suppository,1,M01AC06,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
mobic 7.5mg tablet,31,M01AC06,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
mobiflex 20mg tablet,4,M01AC02,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
moclobemide,36,N06AG02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modafinil,103,N06BA07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modalim 100mg tablet,24,C10AB08,,,1,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
modecate 12.5mg/0.5ml oily injection,34,N05AB02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modisal 60 xl m/r tablet,2,C01DA14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moditen 1mg tablet,1,N05AB02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moditen enanthate 25mg/ml injection,1,N05AB02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
modrasone 0.05% cream,7,D07AB10,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
modrenal 60mg capsule,1,H02CA01,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
moducren tablet,2,C07DA06,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
moduret 25 tablet,15,C03EA01,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
moduretic tablet,50,C03EA01,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
moexipril,2,C09AA13,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
mogadon 5mg tablet,1,N05CD02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moisture eyes eye drops,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
molipaxin 50mg capsule,8,N06AX05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mometasone,1157,D07AC13|D07XC03|R01AD09|R03BA07,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
mometasone furoate 0.1% lotion,89,D07AC13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
mometasone furoate 0.1% ointment,120,D07AC13,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
monocor 5mg tablet,1,C07AB07,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
monomax sr 40 m/r capsule,60,C01DA14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monomax xl 60mg m/r tablet,147,C01DA14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monomil xl 60mg m/r tablet,86,C01DA14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monosodium carbonate,1,J01DH03,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
monosorb xl 60 m/r tablet,28,C01DA14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
monozide 10 tablet,2,C07BB07,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,
monphytol paint,1,D01AE04,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
montelukast product,1163,R03DC03,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
moracizine,1,C01BG01,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morphgesic sr 100mg m/r tablet,1,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morphgesic sr 10mg m/r tablet,5,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morphgesic sr 30mg m/r tablet,4,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morphgesic sr 60mg m/r tablet,2,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morphine,330,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morphine sulphate+atropine sulphate,41,N02AA01|A03CB03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morphine tartrate+cyclizine,2,N02AA01|N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motens 2mg tablet,40,C08CA09,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
motifene 75mg e/c+m/r capsule,89,M01AB05,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
motilium 10mg tablet,159,A03FA03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
motival tablet,3,N05AB02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
movelat cream,108,M02AC,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
movelat gel,182,M02AC,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
movelat relief cream,16,M02AC,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
movelat relief gel,18,M02AC,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
movicol oral powder,1712,A06AD65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moxifloxacin,2,S01AE07,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
moxisylyte,1,G04BE06,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
moxonidine,479,C02AC05,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
mst continus 100mg m/r tablet,22,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mst continus 10mg m/r tablet,45,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mst continus 15mg m/r tablet,8,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mst continus 200mg m/r tablet,3,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mst continus 20mg/sachet granules for suspension,3,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mst continus 30mg m/r tablet,51,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mst continus 30mg/sachet granules for suspension,1,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mst continus 5mg m/r tablet,9,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mst continus 60mg m/r tablet,14,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mtx - methotrexate,49,L01BA01|L04AX03,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
mucaine suspension,3,C05AD06,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mucodyne 375mg capsule,180,R05CB03,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
mucogel suspension,16,A02A,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mucogel tablet,5,A02AD01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multi-action actifed dry coughs linctus,2,R01BA52,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
multi-action actifed tablet,1,R01BA52,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
multilind ointment,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multivitamin+mineral preparations,7404,A11AA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multivitamins,16505,A11BA,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multivitamins capsule,393,A11B,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
multivite pellet,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mupirocin,16,D06AX09|R01AX06,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,
murine eye drops,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
muse 125micrograms pellet,13,G04BE01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
mxl 120mg m/r capsule,2,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mxl 90mg m/r capsule,3,N02AA01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mycardol 30mg tablet,1,C01DA05,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mycil ointment,5,D01AE07,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
mycil powder,2,D01AE07,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
mycophenolate,264,L04AA06,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
mycophenolic acid 180mg gastro-resistant tablet,7,L04AA06,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
mycota cream,2,D01AE04,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
mycota powder,2,D01AE04,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
mydriacyl 0.5% eye drops,1,S01FA06,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
mydrilate 0.5% eye drops,9,S01FA04,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
myfortic 180mg gastro-resistant tablet,13,L04AA06,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
myocrisin 10mg/0.5ml injection,3,M01CB01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
myocrisin 20mg/0.5ml injection,3,M01CB01,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
